year,rank,title,wikilink,network,rating,show_id,genre_id,genre,overview
1964,23,The Addams Family,//en.wikipedia.org/wiki/The_Addams_Family_(1964_TV_series),ABC,23.9,14009.0,"35,10751",comedy,"A satirical inversion of the ideal of the perfect American nuclear family, they are an eccentric wealthy family who delight in everything grotesque and macabre, and are never really aware that people find them bizarre or frightening. In fact, they themselves are often terrified by ""normal"" people."
1964,24,My Favorite Martian,//en.wikipedia.org/wiki/My_Favorite_Martian,CBS,23.7,3882.0,"10765,35,10751",comedy,"Newspaper reporter Tim O'Hara finds a crashed alien spaceship that contains one live alien. Not wanting to be discovered by the authorities, the Martian assumes the identity of Tim's Uncle Martin and begins to repair his spaceship so that he can return to Mars."
1964,28,The Patty Duke Show,//en.wikipedia.org/wiki/The_Patty_Duke_Show,ABC,22.4,12444.0,35,comedy,"The Patty Duke Show is an American sitcom which ran on ABC from September 18, 1963 to April 27, 1966, with reruns airing through August 31, 1966. The show was created as a vehicle for rising star Patty Duke. A total of 104 episodes were produced, most written by Sidney Sheldon."
1964,29,McHale's Navy,//en.wikipedia.org/wiki/McHale's_Navy,ABC,22.3,11258.0,"35,10768",comedy,"An experienced South Pacific Sea Dog by the name of Quinton McHale, was commissioned as a Lieutenant Commander into the U.S. Navy Reserve at the start of World War II.

McHale was made the Skipper of the Torpedo Patrol (PT) Boat #73 stationed at the U.S. Naval Installation on the island of Taratupa in the Southwest Pacific.

The 73 'Family' included, among others, a con man and amateur Magician, a womanizing hunk, a dedicated Family man, a guitar-playing, moonshine-making Tennessee good ol' boy, and even a deserter from the Japanese Navy, who was an excellent cook."
1965,2,"Gomer Pyle, U.S.M.C.","//en.wikipedia.org/wiki/Gomer_Pyle,_U.S.M.C.",CBS,27.8,2413.0,"35,10751",comedy,"Gomer Pyle, U.S.M.C. is an American situation comedy that originally aired on CBS from September 25, 1964, to May 2, 1969. The series was a spinoff of The Andy Griffith Show, and the pilot was aired as the finale of the fourth season of The Andy Griffith Show on May 18, 1964. The show ran for five seasons and a total of 150 episodes. In 2006, CBS Home Entertainment began releasing the series on DVD. The final season was released in November 2008.

The series was created by Aaron Ruben, who also produced the show with Sheldon Leonard and Ronald Jacobs. Filmed and set in California, it stars Jim Nabors as Gomer Pyle, a naive but good-natured gas-station attendant from the town of Mayberry, North Carolina, who enlists in the United States Marine Corps. Frank Sutton plays Gomer's high-octane, short-fused Gunnery Sergeant Vince Carter, and Ronnie Schell plays Gomer's friend Gilbert ""Duke"" Slater. Allan Melvin played in the recurring role of Gunnery Sergeant Carter's rival, Sergeant Charley Hacker. The series never discussed nor addressed the then-current Vietnam War, instead focusing on the relationship between Gomer and Sergeant Carter. The show retained high ratings throughout its run."
1965,3,The Lucy Show,//en.wikipedia.org/wiki/The_Lucy_Show,CBS,27.7,2144.0,35,comedy,"The Lucy Show is an American sitcom that aired on CBS from 1962–68. It was Lucille Ball's follow-up to I Love Lucy. A significant change in cast and premise for the 1965–66 season divides the program into two distinct eras; aside from Ball, only Gale Gordon, who joined the program for its second season, remained. For the first three seasons, Vivian Vance was the co-star.

The earliest scripts were entitled The Lucille Ball Show, but when this title was declined, producers thought of calling the show This Is Lucy or The New Adventures of Lucy, before deciding on the title The Lucy Show. Ball won consecutive Emmy Awards as Outstanding Lead Actress in a Comedy Series for the series' final two seasons, 1966–67 and 1967–68."
1965,4,The Red Skelton Hour,//en.wikipedia.org/wiki/The_Red_Skelton_Show,CBS,27.6,10534.0,"35,10767,10751",comedy,"The Red Skelton Show is an American variety show that was a television staple for two decades, from 1951 to 1971. It was second to Gunsmoke and third to The Ed Sullivan Show in the ratings during that time. Skelton, who had previously been a radio star, had appeared in several motion pictures as well. Although his television series is largely associated with CBS, where it appeared for more than fifteen years, it actually began and ended on NBC. During its run, the program received three Emmy Awards, for Skelton as best comedian and the program as best comedy show during its initial season, and an award for comedy writing in 1961."
1965,6,The Andy Griffith Show,//en.wikipedia.org/wiki/The_Andy_Griffith_Show,CBS,26.9,106.0,"35,10751",comedy,"The Andy Griffith Show is an American sitcom first televised on CBS between October 3, 1960 and April 1, 1968. Andy Griffith portrays the widowed sheriff of the fictional small community of Mayberry, North Carolina. His life is complicated by an inept, but well-meaning deputy, Barney Fife, a spinster aunt and housekeeper, Aunt Bee, and a precocious young son, Opie. Local ne'er-do-wells, bumbling pals, and temperamental girlfriends further complicate his life. Andy Griffith stated in a Today Show interview, with respect to the time period of the show: ""Well, though we never said it, and though it was shot in the '60s, it had a feeling of the '30s. It was when we were doing it, of a time gone by.""

The series never placed lower than seventh in the Nielsen ratings and ended its final season at number one. It has been ranked by TV Guide as the 9th-best show in American television history. Though neither Griffith nor the show won awards during its eight-season run, series co-stars Knotts and Bavier accumulated a combined total of six Emmy Awards. The show, a semi-spin-off from an episode of The Danny Thomas Show titled ""Danny Meets Andy Griffith"", spawned its own spin-off series, Gomer Pyle, U.S.M.C., a sequel series, Mayberry R.F.D., and a reunion telemovie, Return to Mayberry. The show's enduring popularity has generated a good deal of show-related merchandise. Reruns currently air on TV Land, and the complete series is available on DVD. All eight seasons are also now available by streaming video services such as Netflix."
1965,7,Bewitched,//en.wikipedia.org/wiki/Bewitched,ABC,25.9,4482.0,"10765,35,10751,18",comedy,"Samantha Stephens is a seemingly normal suburban housewife who also happens to be a genuine witch, with all the requisite magical powers. Her husband Darrin insists that Samantha keep her witchcraft under wraps, but situations invariably require her to indulge her powers while keeping her bothersome mother Endora at bay."
1965,7,The Beverly Hillbillies,//en.wikipedia.org/wiki/The_Beverly_Hillbillies,CBS,25.9,1930.0,"35,10751",comedy,"Jed Clampett's swamp is loaded with oil. When a wildcatter discovers the huge pool, Jed sells his land to the O.K. Oil Company and at the urging of cousin Pearl, moves his family to a 35-room mansion in Beverly Hills, California."
1965,9,Hogan's Heroes,//en.wikipedia.org/wiki/Hogan's_Heroes,CBS,24.9,4068.0,"10768,35",comedy,"Hogan's Heroes is an American television sitcom that ran for 168 episodes from September 17, 1965, to July 4, 1971, on the CBS network. The show was set in a German prisoner of war camp during World War II. Bob Crane starred as Colonel Robert E. Hogan, coordinating an international crew of Allied prisoners running a Special Operations group from the camp. Werner Klemperer played Colonel Wilhelm Klink, the commandant of the camp, and John Banner was the inept sergeant-of-the-guard, Hans Schultz.

The series was popular during its six-season run. In 2013, creators Bernard Fein through his estate and Albert S. Ruddy acquired the sequel and other separate rights to Hogan's Heroes from Mark Cuban through arbitration and a movie based on the show has been planned."
1965,11,Green Acres,//en.wikipedia.org/wiki/Green_Acres,CBS,24.6,609.0,35,comedy,"Green Acres is an American sitcom starring Eddie Albert and Eva Gabor as a couple who move from New York City to a rural country farm. Produced by Filmways as a sister show to Petticoat Junction, the series was first broadcast on CBS, from September 15, 1965 to April 27, 1971.

Receiving solid ratings during its six-year run, Green Acres was cancelled in 1971 as part of the ""rural purge"" by CBS. The sitcom has been in syndication and is available in DVD and VHS releases. In 1997, the two-part episode ""A Star Named Arnold is Born"" was ranked #59 on TV Guide's 100 Greatest Episodes of All Time."
1965,12,Get Smart,//en.wikipedia.org/wiki/Get_Smart,NBC,24.5,4455.0,"35,10765",comedy,"Get Smart is an American comedy television series that satirizes the secret agent genre. Created by Mel Brooks with Buck Henry, the show stars Don Adams, Barbara Feldon, and Edward Platt. Henry said they created the show by request of Daniel Melnick, who was a partner, along with Leonard Stern and David Susskind, of the show's production company, Talent Associates, to capitalize on ""the two biggest things in the entertainment world today""—James Bond and Inspector Clouseau. Brooks said: ""It's an insane combination of James Bond and Mel Brooks comedy."" This is the only Mel Brooks production to feature a laugh track.

The success of the show eventually spawned the follow-up films The Nude Bomb and Get Smart, Again!, as well as a 1995 revival series and a 2008 film remake. In 2010, TV Guide ranked Get Smart's opening title sequence at No. 2 on its list of TV's Top 10 Credits Sequences, as selected by readers."
1965,13,The Man from U.N.C.L.E.,//en.wikipedia.org/wiki/The_Man_from_U.N.C.L.E.,NBC,24.0,210.0,"10759,35,10765",comedy,"Agents Napoleon Solo and Illya Kuryakin work for a secret intelligence service working under the auspices of the U.N.

Their immediate superior is Mr. Waverly.

Together  they operate out of a secret base beneath the streets of New York City, and accesses through several cover business such as Del Floria's Tailor Shop and the Masque Club.

This secret intelligence service is called U.N.C.L.E.

United Network Command for Law and Enforcement."
1965,15,My Three Sons,//en.wikipedia.org/wiki/My_Three_Sons,CBS,23.8,1530.0,"35,10751",comedy,"A widower and aeronautical engineer named Steven Douglas raises three sons with the help of his father-in-law, and later the boys' great-uncle. An adopted son, a stepdaughter, wives, and another generation of sons join the loving family in later seasons."
1965,16,The Dick Van Dyke Show,//en.wikipedia.org/wiki/The_Dick_Van_Dyke_Show,CBS,23.6,2132.0,35,comedy,"The Dick Van Dyke Show centers around the work and home life of television comedy writer Rob Petrie. The plots generally revolve around problems at work, where Rob got into various comedic jams with fellow writers Buddy Sorrell, Sally Rogers and producer Mel Cooley."
1965,17,The Ed Sullivan Show,//en.wikipedia.org/wiki/The_Ed_Sullivan_Show,CBS,23.2,5307.0,"35,10767",comedy,"The Ed Sullivan Show is an American TV variety show that originally ran on CBS from Sunday June 20, 1948 to Sunday June 6, 1971, and was hosted by New York entertainment columnist Ed Sullivan. It was replaced in September 1971 by the CBS Sunday Night Movie, which ran only one season and was eventually replaced by other shows.

In 2002, The Ed Sullivan Show was ranked #15 on TV Guide's 50 Greatest TV Shows of All Time."
1965,21,Petticoat Junction,//en.wikipedia.org/wiki/Petticoat_Junction,CBS,22.3,3346.0,"35,10751",comedy,The Bradley family are proud owners of the Shady Rest Hotel. Kate and her three young daughters do the job of running the hotel.
1965,22,Gilligan's Island,//en.wikipedia.org/wiki/Gilligan's_Island,CBS,22.1,1921.0,"35,10751",comedy,"The slapstick adventures of hapless Gilligan, long-suffering Skipper and their gang of mismatched castaways, all stranded on an uncharted desert isle after their tiny ship hit stormy weather."
1965,23,The Wild Wild West,//en.wikipedia.org/wiki/The_Wild_Wild_West,CBS,22.0,10929.0,"10759,35,18,37,10765",comedy,"The Wild Wild West is an American television series. Developed at a time when the television western was losing ground to the spy genre, this show was conceived by its creator, Michael Garrison, as ""James Bond on horseback."" Set during the administration of President Ulysses Grant, the series followed Secret Service agents James West and Artemus Gordon as they solved crimes, protected the President, and foiled the plans of megalomaniacal villains to take over all or part of the United States.

The show also featured a number of fantasy elements, such as the technologically advanced devices used by the agents and their adversaries. The combination of the Victorian era time-frame and the use of Verne-esque style technology have inspired some to give the show credit for the origins of the steam punk subculture."
1965,23,The Jackie Gleason Show,//en.wikipedia.org/wiki/The_Jackie_Gleason_Show#American_Scene_Magazine,CBS,22.0,950.0,35,comedy,"The prodigiously talented Gleason became a TV icon after he joined CBS from DuMont, where his work on `Calvalcade of Stars' had established many of his trademark characters, including Reginald Van Gleason III, the Poor Soul and Ralph Kramden, featured here, along with Art Carney, in `Honeymooners' sketches. The Emmy-winning mix also featured guest stars, musical comedy, the glitzy June Taylor Dancers and Frank Fontaine's Crazy Guggenheim character."
1965,27,Lassie,//en.wikipedia.org/wiki/Lassie_(1954_TV_series),CBS,21.8,5368.0,"10759,18,10751,35",comedy,"Lassie is the pet of Jeff Miller, an 11-year-old farm boy. The two become best friends and enjoy family adventures in the American countryside, teaching each other about love, nature and commitment."
1965,27,I Dream of Jeannie,//en.wikipedia.org/wiki/I_Dream_of_Jeannie,NBC,21.8,1660.0,"10765,35,10751",comedy,"While on a mission, American astronaut Captain Tony Nelson is forced to make an emergency landing that will forever change his life. On a deserted South Pacific island, Captain Nelson happens upon a bottle containing a beautiful two-thousand-year-old female genie named Jeannie. Rescuing her from the bottle nets Tony the requisite three wishes, and then some, when Jeannie pledges total devotion to her new ""master""."
1966,2,The Red Skelton Hour,//en.wikipedia.org/wiki/The_Red_Skelton_Show,CBS,28.2,10534.0,"35,10767,10751",comedy,"The Red Skelton Show is an American variety show that was a television staple for two decades, from 1951 to 1971. It was second to Gunsmoke and third to The Ed Sullivan Show in the ratings during that time. Skelton, who had previously been a radio star, had appeared in several motion pictures as well. Although his television series is largely associated with CBS, where it appeared for more than fifteen years, it actually began and ended on NBC. During its run, the program received three Emmy Awards, for Skelton as best comedian and the program as best comedy show during its initial season, and an award for comedy writing in 1961."
1966,3,The Andy Griffith Show,//en.wikipedia.org/wiki/The_Andy_Griffith_Show,CBS,27.4,106.0,"35,10751",comedy,"The Andy Griffith Show is an American sitcom first televised on CBS between October 3, 1960 and April 1, 1968. Andy Griffith portrays the widowed sheriff of the fictional small community of Mayberry, North Carolina. His life is complicated by an inept, but well-meaning deputy, Barney Fife, a spinster aunt and housekeeper, Aunt Bee, and a precocious young son, Opie. Local ne'er-do-wells, bumbling pals, and temperamental girlfriends further complicate his life. Andy Griffith stated in a Today Show interview, with respect to the time period of the show: ""Well, though we never said it, and though it was shot in the '60s, it had a feeling of the '30s. It was when we were doing it, of a time gone by.""

The series never placed lower than seventh in the Nielsen ratings and ended its final season at number one. It has been ranked by TV Guide as the 9th-best show in American television history. Though neither Griffith nor the show won awards during its eight-season run, series co-stars Knotts and Bavier accumulated a combined total of six Emmy Awards. The show, a semi-spin-off from an episode of The Danny Thomas Show titled ""Danny Meets Andy Griffith"", spawned its own spin-off series, Gomer Pyle, U.S.M.C., a sequel series, Mayberry R.F.D., and a reunion telemovie, Return to Mayberry. The show's enduring popularity has generated a good deal of show-related merchandise. Reruns currently air on TV Land, and the complete series is available on DVD. All eight seasons are also now available by streaming video services such as Netflix."
1966,4,The Lucy Show,//en.wikipedia.org/wiki/The_Lucy_Show,CBS,26.2,2144.0,35,comedy,"The Lucy Show is an American sitcom that aired on CBS from 1962–68. It was Lucille Ball's follow-up to I Love Lucy. A significant change in cast and premise for the 1965–66 season divides the program into two distinct eras; aside from Ball, only Gale Gordon, who joined the program for its second season, remained. For the first three seasons, Vivian Vance was the co-star.

The earliest scripts were entitled The Lucille Ball Show, but when this title was declined, producers thought of calling the show This Is Lucy or The New Adventures of Lucy, before deciding on the title The Lucy Show. Ball won consecutive Emmy Awards as Outstanding Lead Actress in a Comedy Series for the series' final two seasons, 1966–67 and 1967–68."
1966,5,The Jackie Gleason Show,//en.wikipedia.org/wiki/The_Jackie_Gleason_Show#American_Scene_Magazine,CBS,25.3,950.0,35,comedy,"The prodigiously talented Gleason became a TV icon after he joined CBS from DuMont, where his work on `Calvalcade of Stars' had established many of his trademark characters, including Reginald Van Gleason III, the Poor Soul and Ralph Kramden, featured here, along with Art Carney, in `Honeymooners' sketches. The Emmy-winning mix also featured guest stars, musical comedy, the glitzy June Taylor Dancers and Frank Fontaine's Crazy Guggenheim character."
1966,6,Green Acres,//en.wikipedia.org/wiki/Green_Acres,CBS,24.6,609.0,35,comedy,"Green Acres is an American sitcom starring Eddie Albert and Eva Gabor as a couple who move from New York City to a rural country farm. Produced by Filmways as a sister show to Petticoat Junction, the series was first broadcast on CBS, from September 15, 1965 to April 27, 1971.

Receiving solid ratings during its six-year run, Green Acres was cancelled in 1971 as part of the ""rural purge"" by CBS. The sitcom has been in syndication and is available in DVD and VHS releases. In 1997, the two-part episode ""A Star Named Arnold is Born"" was ranked #59 on TV Guide's 100 Greatest Episodes of All Time."
1966,7,Bewitched,//en.wikipedia.org/wiki/Bewitched,ABC,23.4,4482.0,"10765,35,10751,18",comedy,"Samantha Stephens is a seemingly normal suburban housewife who also happens to be a genuine witch, with all the requisite magical powers. Her husband Darrin insists that Samantha keep her witchcraft under wraps, but situations invariably require her to indulge her powers while keeping her bothersome mother Endora at bay."
1966,7,The Beverly Hillbillies,//en.wikipedia.org/wiki/The_Beverly_Hillbillies,CBS,23.4,1930.0,"35,10751",comedy,"Jed Clampett's swamp is loaded with oil. When a wildcatter discovers the huge pool, Jed sells his land to the O.K. Oil Company and at the urging of cousin Pearl, moves his family to a 35-room mansion in Beverly Hills, California."
1966,10,"Gomer Pyle, U.S.M.C.","//en.wikipedia.org/wiki/Gomer_Pyle,_U.S.M.C.",CBS,22.8,2413.0,"35,10751",comedy,"Gomer Pyle, U.S.M.C. is an American situation comedy that originally aired on CBS from September 25, 1964, to May 2, 1969. The series was a spinoff of The Andy Griffith Show, and the pilot was aired as the finale of the fourth season of The Andy Griffith Show on May 18, 1964. The show ran for five seasons and a total of 150 episodes. In 2006, CBS Home Entertainment began releasing the series on DVD. The final season was released in November 2008.

The series was created by Aaron Ruben, who also produced the show with Sheldon Leonard and Ronald Jacobs. Filmed and set in California, it stars Jim Nabors as Gomer Pyle, a naive but good-natured gas-station attendant from the town of Mayberry, North Carolina, who enlists in the United States Marine Corps. Frank Sutton plays Gomer's high-octane, short-fused Gunnery Sergeant Vince Carter, and Ronnie Schell plays Gomer's friend Gilbert ""Duke"" Slater. Allan Melvin played in the recurring role of Gunnery Sergeant Carter's rival, Sergeant Charley Hacker. The series never discussed nor addressed the then-current Vietnam War, instead focusing on the relationship between Gomer and Sergeant Carter. The show retained high ratings throughout its run."
1966,10,The Ed Sullivan Show,//en.wikipedia.org/wiki/The_Ed_Sullivan_Show,CBS,22.8,5307.0,"35,10767",comedy,"The Ed Sullivan Show is an American TV variety show that originally ran on CBS from Sunday June 20, 1948 to Sunday June 6, 1971, and was hosted by New York entertainment columnist Ed Sullivan. It was replaced in September 1971 by the CBS Sunday Night Movie, which ran only one season and was eventually replaced by other shows.

In 2002, The Ed Sullivan Show was ranked #15 on TV Guide's 50 Greatest TV Shows of All Time."
1966,14,The Dean Martin Show,//en.wikipedia.org/wiki/The_Dean_Martin_Show,NBC,22.6,12875.0,35,comedy,"The Dean Martin Show, also known as The Dean Martin Variety Show, is a TV variety-comedy series that ran from 1965 to 1974 for 264 episodes. It was broadcast by NBC and hosted by entertainer Dean Martin. The theme song to the series was his 1964 hit ""Everybody Loves Somebody."""
1966,14,Family Affair,//en.wikipedia.org/wiki/Family_Affair_(1966_TV_series),CBS,22.6,503.0,"35,10751",comedy,"Family Affair is an American sitcom that aired on CBS from September 12, 1966 to September 9, 1971. The series explored the trials of well-to-do civil engineer and bachelor Bill Davis as he attempted to raise his brother's orphaned children in his luxury New York City apartment. Davis' traditional English gentleman's gentleman, Mr. Giles French, also had adjustments to make as he became saddled with the responsibility of caring for 15-year-old Cissy and the 6-year-old twins, Jody and Buffy.

The show ran for 138 episodes. Family Affair was created and produced by Don Fedderson, also known for My Three Sons and The Millionaire."
1966,16,The Smothers Brothers Comedy Hour,//en.wikipedia.org/wiki/The_Smothers_Brothers_Comedy_Hour,CBS,22.2,31490.0,35,comedy,The Smothers Brothers Comedy Hour is an American comedy and variety show hosted by the Smothers Brothers and initially airing on CBS from 1967 to 1969.
1966,17,Hogan's Heroes,//en.wikipedia.org/wiki/Hogan's_Heroes,CBS,21.8,4068.0,"10768,35",comedy,"Hogan's Heroes is an American television sitcom that ran for 168 episodes from September 17, 1965, to July 4, 1971, on the CBS network. The show was set in a German prisoner of war camp during World War II. Bob Crane starred as Colonel Robert E. Hogan, coordinating an international crew of Allied prisoners running a Special Operations group from the camp. Werner Klemperer played Colonel Wilhelm Klink, the commandant of the camp, and John Banner was the inept sergeant-of-the-guard, Hans Schultz.

The series was popular during its six-season run. In 2013, creators Bernard Fein through his estate and Albert S. Ruddy acquired the sequel and other separate rights to Hogan's Heroes from Mark Cuban through arbitration and a movie based on the show has been planned."
1966,22,Get Smart,//en.wikipedia.org/wiki/Get_Smart,NBC,21.0,4455.0,"35,10765",comedy,"Get Smart is an American comedy television series that satirizes the secret agent genre. Created by Mel Brooks with Buck Henry, the show stars Don Adams, Barbara Feldon, and Edward Platt. Henry said they created the show by request of Daniel Melnick, who was a partner, along with Leonard Stern and David Susskind, of the show's production company, Talent Associates, to capitalize on ""the two biggest things in the entertainment world today""—James Bond and Inspector Clouseau. Brooks said: ""It's an insane combination of James Bond and Mel Brooks comedy."" This is the only Mel Brooks production to feature a laugh track.

The success of the show eventually spawned the follow-up films The Nude Bomb and Get Smart, Again!, as well as a 1995 revival series and a 2008 film remake. In 2010, TV Guide ranked Get Smart's opening title sequence at No. 2 on its list of TV's Top 10 Credits Sequences, as selected by readers."
1966,23,Petticoat Junction,//en.wikipedia.org/wiki/Petticoat_Junction,CBS,20.9,3346.0,"35,10751",comedy,The Bradley family are proud owners of the Shady Rest Hotel. Kate and her three young daughters do the job of running the hotel.
1966,26,Bob Hope Presents the Chrysler Theatre,//en.wikipedia.org/wiki/Bob_Hope_Presents_the_Chrysler_Theatre,NBC,20.7,11576.0,"18,35,10767",comedy,
1966,29,My Three Sons,//en.wikipedia.org/wiki/My_Three_Sons,CBS,20.2,1530.0,"35,10751",comedy,"A widower and aeronautical engineer named Steven Douglas raises three sons with the help of his father-in-law, and later the boys' great-uncle. An adopted son, a stepdaughter, wives, and another generation of sons join the loving family in later seasons."
1967,1,The Andy Griffith Show,//en.wikipedia.org/wiki/The_Andy_Griffith_Show,CBS,27.6,106.0,"35,10751",comedy,"The Andy Griffith Show is an American sitcom first televised on CBS between October 3, 1960 and April 1, 1968. Andy Griffith portrays the widowed sheriff of the fictional small community of Mayberry, North Carolina. His life is complicated by an inept, but well-meaning deputy, Barney Fife, a spinster aunt and housekeeper, Aunt Bee, and a precocious young son, Opie. Local ne'er-do-wells, bumbling pals, and temperamental girlfriends further complicate his life. Andy Griffith stated in a Today Show interview, with respect to the time period of the show: ""Well, though we never said it, and though it was shot in the '60s, it had a feeling of the '30s. It was when we were doing it, of a time gone by.""

The series never placed lower than seventh in the Nielsen ratings and ended its final season at number one. It has been ranked by TV Guide as the 9th-best show in American television history. Though neither Griffith nor the show won awards during its eight-season run, series co-stars Knotts and Bavier accumulated a combined total of six Emmy Awards. The show, a semi-spin-off from an episode of The Danny Thomas Show titled ""Danny Meets Andy Griffith"", spawned its own spin-off series, Gomer Pyle, U.S.M.C., a sequel series, Mayberry R.F.D., and a reunion telemovie, Return to Mayberry. The show's enduring popularity has generated a good deal of show-related merchandise. Reruns currently air on TV Land, and the complete series is available on DVD. All eight seasons are also now available by streaming video services such as Netflix."
1967,2,The Lucy Show,//en.wikipedia.org/wiki/The_Lucy_Show,CBS,27.0,2144.0,35,comedy,"The Lucy Show is an American sitcom that aired on CBS from 1962–68. It was Lucille Ball's follow-up to I Love Lucy. A significant change in cast and premise for the 1965–66 season divides the program into two distinct eras; aside from Ball, only Gale Gordon, who joined the program for its second season, remained. For the first three seasons, Vivian Vance was the co-star.

The earliest scripts were entitled The Lucille Ball Show, but when this title was declined, producers thought of calling the show This Is Lucy or The New Adventures of Lucy, before deciding on the title The Lucy Show. Ball won consecutive Emmy Awards as Outstanding Lead Actress in a Comedy Series for the series' final two seasons, 1966–67 and 1967–68."
1967,3,"Gomer Pyle, U.S.M.C.","//en.wikipedia.org/wiki/Gomer_Pyle,_U.S.M.C.",CBS,25.6,2413.0,"35,10751",comedy,"Gomer Pyle, U.S.M.C. is an American situation comedy that originally aired on CBS from September 25, 1964, to May 2, 1969. The series was a spinoff of The Andy Griffith Show, and the pilot was aired as the finale of the fourth season of The Andy Griffith Show on May 18, 1964. The show ran for five seasons and a total of 150 episodes. In 2006, CBS Home Entertainment began releasing the series on DVD. The final season was released in November 2008.

The series was created by Aaron Ruben, who also produced the show with Sheldon Leonard and Ronald Jacobs. Filmed and set in California, it stars Jim Nabors as Gomer Pyle, a naive but good-natured gas-station attendant from the town of Mayberry, North Carolina, who enlists in the United States Marine Corps. Frank Sutton plays Gomer's high-octane, short-fused Gunnery Sergeant Vince Carter, and Ronnie Schell plays Gomer's friend Gilbert ""Duke"" Slater. Allan Melvin played in the recurring role of Gunnery Sergeant Carter's rival, Sergeant Charley Hacker. The series never discussed nor addressed the then-current Vietnam War, instead focusing on the relationship between Gomer and Sergeant Carter. The show retained high ratings throughout its run."
1967,4,Family Affair,//en.wikipedia.org/wiki/Family_Affair_(1966_TV_series),CBS,25.5,503.0,"35,10751",comedy,"Family Affair is an American sitcom that aired on CBS from September 12, 1966 to September 9, 1971. The series explored the trials of well-to-do civil engineer and bachelor Bill Davis as he attempted to raise his brother's orphaned children in his luxury New York City apartment. Davis' traditional English gentleman's gentleman, Mr. Giles French, also had adjustments to make as he became saddled with the responsibility of caring for 15-year-old Cissy and the 6-year-old twins, Jody and Buffy.

The show ran for 138 episodes. Family Affair was created and produced by Don Fedderson, also known for My Three Sons and The Millionaire."
1967,7,The Red Skelton Show,//en.wikipedia.org/wiki/The_Red_Skelton_Show,CBS,25.3,10534.0,"35,10767,10751",comedy,"The Red Skelton Show is an American variety show that was a television staple for two decades, from 1951 to 1971. It was second to Gunsmoke and third to The Ed Sullivan Show in the ratings during that time. Skelton, who had previously been a radio star, had appeared in several motion pictures as well. Although his television series is largely associated with CBS, where it appeared for more than fifteen years, it actually began and ended on NBC. During its run, the program received three Emmy Awards, for Skelton as best comedian and the program as best comedy show during its initial season, and an award for comedy writing in 1961."
1967,8,The Dean Martin Show,//en.wikipedia.org/wiki/The_Dean_Martin_Show,NBC,24.8,12875.0,35,comedy,"The Dean Martin Show, also known as The Dean Martin Variety Show, is a TV variety-comedy series that ran from 1965 to 1974 for 264 episodes. It was broadcast by NBC and hosted by entertainer Dean Martin. The theme song to the series was his 1964 hit ""Everybody Loves Somebody."""
1967,9,The Jackie Gleason Show,//en.wikipedia.org/wiki/The_Jackie_Gleason_Show#American_Scene_Magazine,CBS,23.9,950.0,35,comedy,"The prodigiously talented Gleason became a TV icon after he joined CBS from DuMont, where his work on `Calvalcade of Stars' had established many of his trademark characters, including Reginald Van Gleason III, the Poor Soul and Ralph Kramden, featured here, along with Art Carney, in `Honeymooners' sketches. The Emmy-winning mix also featured guest stars, musical comedy, the glitzy June Taylor Dancers and Frank Fontaine's Crazy Guggenheim character."
1967,11,Bewitched,//en.wikipedia.org/wiki/Bewitched,ABC,23.5,4482.0,"10765,35,10751,18",comedy,"Samantha Stephens is a seemingly normal suburban housewife who also happens to be a genuine witch, with all the requisite magical powers. Her husband Darrin insists that Samantha keep her witchcraft under wraps, but situations invariably require her to indulge her powers while keeping her bothersome mother Endora at bay."
1967,12,The Beverly Hillbillies,//en.wikipedia.org/wiki/The_Beverly_Hillbillies,CBS,23.3,1930.0,"35,10751",comedy,"Jed Clampett's swamp is loaded with oil. When a wildcatter discovers the huge pool, Jed sells his land to the O.K. Oil Company and at the urging of cousin Pearl, moves his family to a 35-room mansion in Beverly Hills, California."
1967,13,The Ed Sullivan Show,//en.wikipedia.org/wiki/The_Ed_Sullivan_Show,CBS,23.2,5307.0,"35,10767",comedy,"The Ed Sullivan Show is an American TV variety show that originally ran on CBS from Sunday June 20, 1948 to Sunday June 6, 1971, and was hosted by New York entertainment columnist Ed Sullivan. It was replaced in September 1971 by the CBS Sunday Night Movie, which ran only one season and was eventually replaced by other shows.

In 2002, The Ed Sullivan Show was ranked #15 on TV Guide's 50 Greatest TV Shows of All Time."
1967,15,Green Acres,//en.wikipedia.org/wiki/Green_Acres,CBS,22.8,609.0,35,comedy,"Green Acres is an American sitcom starring Eddie Albert and Eva Gabor as a couple who move from New York City to a rural country farm. Produced by Filmways as a sister show to Petticoat Junction, the series was first broadcast on CBS, from September 15, 1965 to April 27, 1971.

Receiving solid ratings during its six-year run, Green Acres was cancelled in 1971 as part of the ""rural purge"" by CBS. The sitcom has been in syndication and is available in DVD and VHS releases. In 1997, the two-part episode ""A Star Named Arnold is Born"" was ranked #59 on TV Guide's 100 Greatest Episodes of All Time."
1967,18,The Smothers Brothers Comedy Hour,//en.wikipedia.org/wiki/The_Smothers_Brothers_Comedy_Hour,CBS,21.7,31490.0,35,comedy,The Smothers Brothers Comedy Hour is an American comedy and variety show hosted by the Smothers Brothers and initially airing on CBS from 1967 to 1969.
