year,rank,title,wikilink,network,rating,show_id,genre_id,genre,overview
1951,10,You Bet Your Life,//en.wikipedia.org/wiki/You_Bet_Your_Life,NBC,42.1,4473.0,35,comedy,"You Bet Your Life is an American quiz show that aired on both radio and television. The original and best-known version was hosted by Groucho Marx of the Marx Brothers, with announcer and assistant George Fenneman. The show debuted on ABC Radio in October 1947, then moved to CBS Radio in September 1949 before making the transition to NBC-TV in October 1950. Because of its simple format, it was possible to broadcast the show simultaneously on the radio and on television. In 1960, the show was renamed The Groucho Show and ran a further year. Most episodes are in the public domain.

The play of the game, however, was secondary to the interplay between Groucho, the contestants, and occasionally Fenneman. The program was rerun into the 1970s, and later in syndication as The Best of Groucho. As such, it was the first game show to have its reruns syndicated."
1951,11,Mama,//en.wikipedia.org/wiki/Mama_(American_TV_series),CBS,41.3,2016.0,35,comedy,"Thelma Harper and her spinster sister Fran open their home to Thelma's recently divorced son Vinton and his teenage son and daughter. It's quite an adjustment for everyone, especially the cranky, argumentative Thelma."
1951,13,Amos 'n' Andy,//en.wikipedia.org/wiki/Amos_'n'_Andy,CBS,38.9,11111.0,35,comedy,"A pair of friends in Harlem find themselves caught up in a series of misadventures, business schemes, and everyday problems, often relying on their neighbors and community to help them out of trouble."
1951,15,Big Town,//en.wikipedia.org/wiki/Big_Town_(American_TV_series),CBS,38.5,241274.0,"35,18",comedy,A Hollywood production rolls into a small Irish town and throws the spotlight on a secret that's been kept hidden since the eve of the Millennium.
1951,20,All Star Revue,//en.wikipedia.org/wiki/Four_Star_Revue,NBC,36.3,52732.0,35,comedy,"All Star Summer Revue aired on NBC from June 28 to August 30, 1952. The summer series had no regular hosts and very little relationship to the regular season show All Star Revue."
1952,1,I Love Lucy,//en.wikipedia.org/wiki/I_Love_Lucy,CBS,67.3,2730.0,"35,10751",comedy,"Cuban Bandleader Ricky Ricardo would be happy if his wife Lucy would just be a housewife. Instead she tries constantly to perform at the Tropicana where he works, and make life comically frantic in the apartment building they share with landlords Fred and Ethel Mertz, who also happen to be their best friends."
1952,2,Arthur Godfrey's Talent Scouts,//en.wikipedia.org/wiki/Arthur_Godfrey's_Talent_Scouts#Television,CBS,54.7,9977.0,35,comedy,"Arthur Godfrey's Talent Scouts is an American radio and television variety show which ran on CBS from 1946 until 1958. Sponsored by Lipton Tea, it stars Arthur Godfrey, who was also hosting Arthur Godfrey and His Friends at the same time."
1952,5,Texaco Star Theater,//en.wikipedia.org/wiki/Texaco_Star_Theatre#Television,NBC,46.7,469.0,35,comedy,"Texaco Star Theater is an American comedy-variety show, broadcast on radio from 1938 to 1949 and telecast from 1948 to 1956. It was one of the first successful examples of American television broadcasting, remembered as the show that gave Milton Berle the nickname ""Mr. Television"".

The classic 1940–44 version of the program, hosted by radio's Fred Allen, was followed by a radio series on ABC in the spring of 1948. When Texaco first took it to television on NBC on June 8, 1948, the show had a huge cultural impact."
1952,7,The Colgate Comedy Hour,//en.wikipedia.org/wiki/The_Colgate_Comedy_Hour,NBC,44.3,1048.0,35,comedy,"The Colgate Comedy Hour is an American comedy-musical variety series that aired live on the NBC network from 1950 to 1955. The show starred many notable comedians and entertainers of the era, including Eddie Cantor, Dean Martin and Jerry Lewis, Fred Allen, Donald O'Connor, Bud Abbott and Lou Costello, Bob Hope, Jimmy Durante, Ray Bolger, Gordon MacRae, Ben Blue, Robert Paige, Tony Curtis, Burt Lancaster, Broadway dancer Wayne Lamb and Spike Jones and His City Slickers."
1952,9,You Bet Your Life,//en.wikipedia.org/wiki/You_Bet_Your_Life,NBC,41.6,4473.0,35,comedy,"You Bet Your Life is an American quiz show that aired on both radio and television. The original and best-known version was hosted by Groucho Marx of the Marx Brothers, with announcer and assistant George Fenneman. The show debuted on ABC Radio in October 1947, then moved to CBS Radio in September 1949 before making the transition to NBC-TV in October 1950. Because of its simple format, it was possible to broadcast the show simultaneously on the radio and on television. In 1960, the show was renamed The Groucho Show and ran a further year. Most episodes are in the public domain.

The play of the game, however, was secondary to the interplay between Groucho, the contestants, and occasionally Fenneman. The program was rerun into the 1970s, and later in syndication as The Best of Groucho. As such, it was the first game show to have its reruns syndicated."
1952,11,The Red Buttons Show,//en.wikipedia.org/wiki/The_Red_Buttons_Show,CBS,40.2,18589.0,35,comedy,"The Red Buttons Show premiered on the CBS television network in 1952, and ran for two years on that network, then moved to NBC for the final 1954-55 season.

Red's catch phrase from the show, ""Strange things are happening!"" entered the national vocabulary briefly in the mid-1950s."
1952,12,The Jack Benny Show,//en.wikipedia.org/wiki/The_Jack_Benny_Program#Television,CBS,39.0,10151.0,35,comedy,Laugh along with funnyman Jack Benny as he brings his underplayed humor to TV along with regular performers from his radio show days.
1952,16,The Life of Riley,//en.wikipedia.org/wiki/The_Life_of_Riley,NBC,37.4,22902.0,35,comedy,"Riley worked in an aircraft plant in California, but viewers usually saw him at home, cheerfully disrupting life with his malapropisms and ill timed intervention into minor problems."
1952,18,Mama,//en.wikipedia.org/wiki/Mama_(American_TV_series),CBS,37.0,2016.0,35,comedy,"Thelma Harper and her spinster sister Fran open their home to Thelma's recently divorced son Vinton and his teenage son and daughter. It's quite an adjustment for everyone, especially the cranky, argumentative Thelma."
1952,19,Your Show of Shows,//en.wikipedia.org/wiki/Your_Show_of_Shows,NBC,36.0,12331.0,35,comedy,"Your Show of Shows was a live 90-minute variety show that was broadcast weekly in the United States on NBC, from February 25, 1950, until June 5, 1954, featuring Sid Caesar and Imogene Coca.

Other featured performers were Carl Reiner, Howard Morris, Bill Hayes, Judy Johnson, The Hamilton Trio and the soprano Marguerite Piazza. José Ferrer made several guest appearances on the series. The series was telecast from the now-demolished International Theatre at 5 Columbus Circle and the Century Theater, now demolished, in New York.

During 2002, Your Show of Shows was ranked #30 on TV Guide's 50 Greatest TV Shows of All Time."
1952,20,What's My Line?,//en.wikipedia.org/wiki/What's_My_Line%3F,CBS,35.3,26663.0,"10751,35",comedy,"Four panelists must determine guests' occupations - and, in the case of famous guests, while blindfolded, their identity - by asking only ""yes"" or ""no"" questions."
1952,22,Our Miss Brooks,//en.wikipedia.org/wiki/Our_Miss_Brooks,CBS,35.0,15144.0,35,comedy,"Our Miss Brooks is an American situation comedy starring Eve Arden as a sardonic high school English teacher. It began as a radio show broadcast on CBS from 1948 to 1957. When the show was adapted to television, it became one of the medium's earliest hits. In 1956, the sitcom was adapted for big screen in the film of the same name."
1952,25,Amos 'n' Andy,//en.wikipedia.org/wiki/Amos_'n'_Andy,CBS,34.4,11111.0,35,comedy,"A pair of friends in Harlem find themselves caught up in a series of misadventures, business schemes, and everyday problems, often relying on their neighbors and community to help them out of trouble."
1952,26,All Star Revue,//en.wikipedia.org/wiki/Four_Star_Revue,NBC,34.3,52732.0,35,comedy,"All Star Summer Revue aired on NBC from June 28 to August 30, 1952. The summer series had no regular hosts and very little relationship to the regular season show All Star Revue."
1952,28,The Red Skelton Show,//en.wikipedia.org/wiki/The_Red_Skelton_Show,NBC,33.7,10534.0,"35,10767,10751",comedy,"The Red Skelton Show is an American variety show that was a television staple for two decades, from 1951 to 1971. It was second to Gunsmoke and third to The Ed Sullivan Show in the ratings during that time. Skelton, who had previously been a radio star, had appeared in several motion pictures as well. Although his television series is largely associated with CBS, where it appeared for more than fifteen years, it actually began and ended on NBC. During its run, the program received three Emmy Awards, for Skelton as best comedian and the program as best comedy show during its initial season, and an award for comedy writing in 1961."
1953,1,I Love Lucy,//en.wikipedia.org/wiki/I_Love_Lucy,CBS,58.8,2730.0,"35,10751",comedy,"Cuban Bandleader Ricky Ricardo would be happy if his wife Lucy would just be a housewife. Instead she tries constantly to perform at the Tropicana where he works, and make life comically frantic in the apartment building they share with landlords Fred and Ethel Mertz, who also happen to be their best friends."
1953,3,Arthur Godfrey's Talent Scouts,//en.wikipedia.org/wiki/Arthur_Godfrey's_Talent_Scouts#Television,CBS,43.6,9977.0,35,comedy,"Arthur Godfrey's Talent Scouts is an American radio and television variety show which ran on CBS from 1946 until 1958. Sponsored by Lipton Tea, it stars Arthur Godfrey, who was also hosting Arthur Godfrey and His Friends at the same time."
1953,3,You Bet Your Life,//en.wikipedia.org/wiki/You_Bet_Your_Life,NBC,43.6,4473.0,35,comedy,"You Bet Your Life is an American quiz show that aired on both radio and television. The original and best-known version was hosted by Groucho Marx of the Marx Brothers, with announcer and assistant George Fenneman. The show debuted on ABC Radio in October 1947, then moved to CBS Radio in September 1949 before making the transition to NBC-TV in October 1950. Because of its simple format, it was possible to broadcast the show simultaneously on the radio and on television. In 1960, the show was renamed The Groucho Show and ran a further year. Most episodes are in the public domain.

The play of the game, however, was secondary to the interplay between Groucho, the contestants, and occasionally Fenneman. The program was rerun into the 1970s, and later in syndication as The Best of Groucho. As such, it was the first game show to have its reruns syndicated."
1953,5,The Milton Berle Show,//en.wikipedia.org/wiki/Texaco_Star_Theatre#Television,NBC,40.2,469.0,35,comedy,"Texaco Star Theater is an American comedy-variety show, broadcast on radio from 1938 to 1949 and telecast from 1948 to 1956. It was one of the first successful examples of American television broadcasting, remembered as the show that gave Milton Berle the nickname ""Mr. Television"".

The classic 1940–44 version of the program, hosted by radio's Fred Allen, was followed by a radio series on ABC in the spring of 1948. When Texaco first took it to television on NBC on June 8, 1948, the show had a huge cultural impact."
1953,8,The Jackie Gleason Show,//en.wikipedia.org/wiki/The_Jackie_Gleason_Show,CBS,38.1,950.0,35,comedy,"The prodigiously talented Gleason became a TV icon after he joined CBS from DuMont, where his work on `Calvalcade of Stars' had established many of his trademark characters, including Reginald Van Gleason III, the Poor Soul and Ralph Kramden, featured here, along with Art Carney, in `Honeymooners' sketches. The Emmy-winning mix also featured guest stars, musical comedy, the glitzy June Taylor Dancers and Frank Fontaine's Crazy Guggenheim character."
1953,10,The Colgate Comedy Hour,//en.wikipedia.org/wiki/The_Colgate_Comedy_Hour,NBC,36.2,1048.0,35,comedy,"The Colgate Comedy Hour is an American comedy-musical variety series that aired live on the NBC network from 1950 to 1955. The show starred many notable comedians and entertainers of the era, including Eddie Cantor, Dean Martin and Jerry Lewis, Fred Allen, Donald O'Connor, Bud Abbott and Lou Costello, Bob Hope, Jimmy Durante, Ray Bolger, Gordon MacRae, Ben Blue, Robert Paige, Tony Curtis, Burt Lancaster, Broadway dancer Wayne Lamb and Spike Jones and His City Slickers."
1953,12,The Red Buttons Show,//en.wikipedia.org/wiki/The_Red_Buttons_Show,CBS,35.3,18589.0,35,comedy,"The Red Buttons Show premiered on the CBS television network in 1952, and ran for two years on that network, then moved to NBC for the final 1954-55 season.

Red's catch phrase from the show, ""Strange things are happening!"" entered the national vocabulary briefly in the mid-1950s."
1953,13,The Life of Riley,//en.wikipedia.org/wiki/The_Life_of_Riley,NBC,35.0,22902.0,35,comedy,"Riley worked in an aircraft plant in California, but viewers usually saw him at home, cheerfully disrupting life with his malapropisms and ill timed intervention into minor problems."
1953,14,Our Miss Brooks,//en.wikipedia.org/wiki/Our_Miss_Brooks,CBS,34.2,15144.0,35,comedy,"Our Miss Brooks is an American situation comedy starring Eve Arden as a sardonic high school English teacher. It began as a radio show broadcast on CBS from 1948 to 1957. When the show was adapted to television, it became one of the medium's earliest hits. In 1956, the sitcom was adapted for big screen in the film of the same name."
1953,16,The Jack Benny Show,//en.wikipedia.org/wiki/The_Jack_Benny_Program#Television,CBS,33.3,10151.0,35,comedy,Laugh along with funnyman Jack Benny as he brings his underplayed humor to TV along with regular performers from his radio show days.
1953,17,The Toast of the Town,//en.wikipedia.org/wiki/The_Ed_Sullivan_Show,CBS,33.0,5307.0,"35,10767",comedy,"The Ed Sullivan Show is an American TV variety show that originally ran on CBS from Sunday June 20, 1948 to Sunday June 6, 1971, and was hosted by New York entertainment columnist Ed Sullivan. It was replaced in September 1971 by the CBS Sunday Night Movie, which ran only one season and was eventually replaced by other shows.

In 2002, The Ed Sullivan Show was ranked #15 on TV Guide's 50 Greatest TV Shows of All Time."
