,year,rank,show_title,network,rating
577,1968,The Lawrence Welk Show,,ABC,20.5
578,1968,30,The Doris Day Show,CBS,20.4
579,1969,1,Rowan & Martin's Laugh-In,NBC,26.3
580,1969,2,Gunsmoke,CBS,25.9
581,1969,3,Bonanza,NBC,24.8
582,1969,4,Mayberry R.F.D.,CBS,24.4
583,1969,5,Family Affair,CBS,24.2
584,1969,6,Here's Lucy,CBS,23.9
585,1969,7,The Red Skelton Hour,CBS,23.8
586,1969,8,"Marcus Welby, M.D.",ABC,23.7
587,1969,9,Walt Disney's Wonderful World of Color,NBC,23.6
588,1969,10,The Doris Day Show,CBS,22.8
589,1969,11,The Bill Cosby Show,NBC,22.7
590,1969,12,The Jim Nabors Hour,CBS,22.4
591,1969,13,The Carol Burnett Show,CBS,22.1
592,1969,14,The Dean Martin Show,NBC,21.9
593,1969,15,My Three Sons,CBS,21.8
594,1969,Ironside,,CBS,21.8
595,1969,The Johnny Cash Show,,CBS,21.8
596,1969,18,The Beverly Hillbillies,CBS,21.7
597,1969,19,Hawaii Five-O,CBS,21.1
598,1969,20,The Glen Campbell Goodtime Hour,CBS,21.0
599,1969,Hee Haw,,CBS,21.0
600,1969,22,Movie of the Week,ABC,20.9
601,1969,23,The Mod Squad,ABC,20.8
602,1969,24,Saturday Night Movie,NBC,20.6
603,1969,Bewitched,,NBC,20.6
604,1969,The F.B.I.,,NBC,20.6
605,1969,27,The Ed Sullivan Show,CBS,20.3
606,1969,28,Julia,NBC,20.1
607,1969,29,CBS Thursday Movie,CBS,20.0
608,1969,30,Mannix,CBS,19.9
609,1970,1,"Marcus Welby, M.D.",ABC,29.6
610,1970,2,The Flip Wilson Show,NBC,27.9
611,1970,3,Here's Lucy,CBS,26.1
612,1970,4,Ironside,NBC,25.7
613,1970,5,Gunsmoke,CBS,25.5
614,1970,6,ABC Movie of the Week,ABC,25.1
615,1970,7,Hawaii Five-O,CBS,25.0
616,1970,8,Medical Center,CBS,24.5
617,1970,9,Bonanza,NBC,23.9
618,1970,10,The F.B.I.,ABC,23.0
619,1970,11,The Mod Squad,ABC,22.7
620,1970,12,Adam-12,NBC,22.6
621,1970,13,Rowan & Martin's Laugh-In,NBC,22.4
622,1970,The Wonderful World of Disney,,NBC,22.4
623,1970,15,Mayberry R.F.D.,CBS,22.3
624,1970,16,Hee Haw,CBS,21.4
625,1970,17,Mannix,CBS,21.3
626,1970,18,The Men from Shiloh,NBC,21.2
627,1970,19,My Three Sons,CBS,20.8
628,1970,20,The Doris Day Show,CBS,20.7
629,1970,21,The Smith Family,ABC,20.6
630,1970,22,The Mary Tyler Moore Show,CBS,20.3
631,1970,23,NBC Saturday Movie,NBC,20.1
632,1970,24,The Dean Martin Show,NBC,20.0
633,1970,25,The Carol Burnett Show,CBS,19.8
634,1970,The Partridge Family,,CBS,19.8
635,1970,NBC Monday Movie,,CBS,19.8
636,1970,28,ABC Sunday Movie,ABC,19.7
637,1970,29,The Jim Nabors Hour,CBS,19.5
638,1970,30,CBS Thursday Movie,CBS,19.3
639,1971,1,All in the Family,CBS,34.0
640,1971,2,The Flip Wilson Show,NBC,28.2
641,1971,3,"Marcus Welby, M.D.",ABC,27.8
642,1971,4,Gunsmoke,CBS,26.0
643,1971,5,ABC Movie of the Week,ABC,25.6
644,1971,6,Sanford and Son,NBC,25.2
645,1971,7,Mannix,CBS,24.8
646,1971,8,Funny Face,CBS,23.9
647,1971,Adam-12,,CBS,23.9
648,1971,10,The Mary Tyler Moore Show,CBS,23.7
649,1971,Here's Lucy,,CBS,23.7
650,1971,12,Hawaii Five-O,CBS,23.6
651,1971,13,Medical Center,CBS,23.5
652,1971,14,The NBC Mystery Movie,NBC,23.2
653,1971,15,Ironside,NBC,23.0
654,1971,16,The Partridge Family,ABC,22.6
655,1971,17,The F.B.I.,ABC,22.4
656,1971,18,The New Dick Van Dyke Show,CBS,22.2
657,1971,19,The Wonderful World of Disney,NBC,22.0
658,1971,20,Bonanza,NBC,21.9
659,1971,21,The Mod Squad,ABC,21.5
660,1971,22,Rowan & Martin's Laugh-In,NBC,21.4
661,1971,23,The Carol Burnett Show,CBS,21.2
662,1971,The Doris Day Show,,CBS,21.2
663,1971,25,Monday Night Football,ABC,20.9
664,1971,26,ABC Sunday Movie,ABC,20.8
665,1971,27,The Sonny & Cher Comedy Hour,CBS,20.2
666,1971,28,Room 222,ABC,19.8
667,1971,Cannon,,ABC,19.8
668,1971,30,CBS Friday Movie,ABC,19.5
669,1972,1,All in the Family,CBS,33.3
670,1972,2,Sanford and Son,NBC,27.6
671,1972,3,Hawaii Five-O,CBS,25.2
672,1972,4,Maude,CBS,24.7
673,1972,5,Bridget Loves Bernie,CBS,24.2
674,1972,The NBC Sunday Mystery Movie,,CBS,24.2
675,1972,7,The Mary Tyler Moore Show,CBS,23.6
676,1972,Gunsmoke,,CBS,23.6
677,1972,9,The Wonderful World of Disney,NBC,23.5
678,1972,10,Ironside,NBC,23.4
679,1972,11,Adam-12,NBC,23.3
680,1972,12,The Flip Wilson Show,NBC,23.1
681,1972,13,"Marcus Welby, M.D.",ABC,22.9
682,1972,14,Cannon,CBS,22.4
683,1972,15,Here's Lucy,CBS,21.9
684,1972,16,The Bob Newhart Show,CBS,21.8
685,1972,17,Tuesday Movie of the Week,ABC,21.5
686,1972,18,Monday Night Football,ABC,21.0
687,1972,19,The Partridge Family,ABC,20.6
688,1972,The Waltons,,ABC,20.6
689,1972,Medical Center,,ABC,20.6
690,1972,22,The Carol Burnett Show,ABC,20.3
691,1972,23,ABC Sunday Movie,ABC,20.0
692,1972,The Rookies,,ABC,20.0
693,1972,25,Barnaby Jones,CBS,19.9
694,1972,The Little People,,CBS,19.9
695,1972,ABC Wednesday Movie of the Week,,CBS,19.9
696,1972,28,NBC Monday Movie,NBC,19.3
697,1972,29,ABC Monday Movie,ABC,19.2
698,1972,The F.B.I.,,ABC,19.2
699,1972,Kung Fu,,ABC,19.2
700,1973,1,All in the Family,CBS,31.2
701,1973,2,The Waltons,CBS,28.1
702,1973,3,Sanford and Son,NBC,27.5
703,1973,4,M*A*S*H,CBS,25.7
704,1973,5,Hawaii Five-O,CBS,24.0
705,1973,6,Maude,CBS,23.5
706,1973,7,Kojak,CBS,23.3
707,1973,The Sonny & Cher Comedy Hour,,CBS,23.3
708,1973,9,The Mary Tyler Moore Show,CBS,23.1
709,1973,Cannon,,CBS,23.1
710,1973,11,The Six Million Dollar Man,ABC,22.7
711,1973,12,The Bob Newhart Show,CBS,22.3
712,1973,The Wonderful World of Disney,,CBS,22.3
713,1973,14,The NBC Sunday Mystery Movie,CBS,22.2
714,1973,15,Gunsmoke,CBS,22.1
715,1973,16,Happy Days,ABC,21.5
716,1973,17,Good Times,CBS,21.4
717,1973,Barnaby Jones,,CBS,21.4
718,1973,19,Monday Night Football,ABC,21.2
719,1973,CBS Friday Night Movie,,ABC,21.2
720,1973,21,Tuesday Movie of the Week,ABC,21.0
721,1973,22,The Streets of San Francisco,ABC,20.8
722,1973,23,Adam-12,NBC,20.7
723,1973,ABC Sunday Night Movie,,NBC,20.7
724,1973,25,The Rookies,NBC,20.3
725,1973,26,ABC Monday Movie,NBC,20.2
726,1973,27,The Carol Burnett Show,CBS,20.1
727,1973,Kung Fu,,CBS,20.1
728,1973,29,Here's Lucy,CBS,20.0
729,1973,30,CBS Thursday Movie,CBS,19.9
730,1974,1,All in the Family,CBS,30.2
731,1974,2,Sanford and Son,NBC,29.6
732,1974,3,Chico and the Man,NBC,28.5
733,1974,4,The Jeffersons,CBS,27.6
734,1974,5,M*A*S*H,CBS,27.4
735,1974,6,Rhoda,CBS,26.3
736,1974,7,Good Times,CBS,25.8
737,1974,8,The Waltons,CBS,25.5
738,1974,9,Maude,CBS,24.9
739,1974,10,Hawaii Five-O,CBS,24.8
740,1974,11,The Mary Tyler Moore Show,CBS,24.0
741,1974,12,The Rockford Files,NBC,23.7
742,1974,13,Little House on the Prairie,NBC,23.5
743,1974,14,Kojak,CBS,23.3
744,1974,15,Police Woman,NBC,22.8
745,1974,16,S.W.A.T.,ABC,22.6
746,1974,17,The Bob Newhart Show,CBS,22.4
747,1974,18,The Wonderful World of Disney,NBC,22.0
748,1974,The Rookies,,NBC,22.0
749,1974,20,Mannix,CBS,21.6
750,1974,Cannon,,CBS,21.6
751,1974,22,Cher,CBS,21.3
752,1974,The Streets of San Francisco,,CBS,21.3
753,1974,The NBC Sunday Mystery Movie,,CBS,21.3
754,1974,25,Paul Sand in Friends and Lovers,CBS,20.7
755,1974,Tony Orlando & Dawn,,CBS,20.7
756,1974,27,Medical Center,CBS,20.6
757,1974,28,Gunsmoke,CBS,20.5
758,1974,29,The Carol Burnett Show,CBS,20.4
759,1974,30,Emergency!,NBC,20.0
760,1975,1,All in the Family,CBS,30.1
761,1975,2,"Rich Man, Poor Man",ABC,28.0
762,1975,3,Laverne & Shirley,ABC,27.5
763,1975,4,Maude,CBS,25.0
764,1975,5,The Bionic Woman,ABC,24.9
765,1975,6,Phyllis,CBS,24.5
766,1975,7,Sanford and Son,NBC,24.4
767,1975,Rhoda,,NBC,24.4
768,1975,9,The Six Million Dollar Man,ABC,24.3
769,1975,10,ABC Monday Night Movie,ABC,24.2
770,1975,11,Happy Days,ABC,23.9
771,1975,12,One Day at a Time,CBS,23.1
772,1975,13,ABC Sunday Night Movie,ABC,23.0
773,1975,14,The Waltons,CBS,22.9
774,1975,M*A*S*H,,CBS,22.9
775,1975,16,Starsky & Hutch,ABC,22.5
776,1975,Good Heavens,,ABC,22.5
777,1975,18,"Welcome Back, Kotter",ABC,22.1
778,1975,19,The Mary Tyler Moore Show,CBS,21.9
779,1975,20,Kojak,CBS,21.8
780,1975,21,The Jeffersons,CBS,21.5
781,1975,22,Baretta,ABC,21.3
782,1975,23,The Sonny & Cher Show,CBS,21.2
783,1975,24,Good Times,CBS,21.0
784,1975,25,Chico and the Man,NBC,20.8
785,1975,26,The Bob Newhart Show,CBS,20.7
786,1975,Donny & Marie,,CBS,20.7
787,1975,The Streets of San Francisco,,CBS,20.7
788,1975,29,The Carol Burnett Show,CBS,20.5
789,1975,30,Police Woman,NBC,20.2
790,1976,1,Happy Days,ABC,31.5
791,1976,2,Laverne & Shirley,ABC,30.9
792,1976,3,ABC Monday Night Movie,ABC,26.0
793,1976,4,M*A*S*H,CBS,25.9
794,1976,5,Charlie's Angels,ABC,25.8
795,1976,6,,NBC,24.4
796,1976,7,The Six Million Dollar Man,ABC,24.2
797,1976,8,ABC Sunday Night Movie,ABC,23.4
798,1976,Baretta,,ABC,23.4
799,1976,One Day at a Time,,ABC,23.4
800,1976,11,Three's Company,ABC,23.1
801,1976,12,All in the Family,CBS,22.9
802,1976,13,"Welcome Back, Kotter",ABC,22.7
803,1976,14,The Bionic Woman,ABC,22.4
804,1976,15,The Waltons,CBS,22.3
805,1976,Little House on the Prairie,,CBS,22.3
806,1976,17,Barney Miller,ABC,22.2
807,1976,18,60 Minutes,CBS,21.9
808,1976,Hawaii Five-O,,CBS,21.9
809,1976,20,NBC Monday Night Movie,NBC,21.8
810,1976,21,"Rich Man, Poor Man Book II",ABC,21.6
811,1976,22,Monday Night Football,ABC,21.2
812,1976,23,Eight Is Enough,ABC,21.1
813,1976,24,The Jeffersons,CBS,21.0
814,1976,25,What's Happening!!,ABC,20.9
815,1976,26,Good Times,CBS,20.5
816,1976,27,Sanford and Son,NBC,20.3
817,1976,28,ABC Friday Night Movie,ABC,20.2
818,1976,29,The Tony Randall Show,ABC,20.1
819,1976,30,Alice,CBS,20.0
820,1977,1,Laverne & Shirley,ABC,31.6
821,1977,2,Happy Days,ABC,31.4
822,1977,3,Three's Company,ABC,28.3
823,1977,4,60 Minutes,CBS,24.4
824,1977,Charlie's Angels,,CBS,24.4
825,1977,All in the Family,,CBS,24.4
826,1977,7,Little House on the Prairie,NBC,24.1
827,1977,8,Alice,CBS,23.2
828,1977,M*A*S*H,,CBS,23.2
829,1977,10,One Day at a Time,CBS,23.0
830,1977,11,How the West Was Won,ABC,22.5
831,1977,12,Eight Is Enough,ABC,22.2
832,1977,13,Soap,ABC,22.0
833,1977,14,The Love Boat,ABC,21.9
834,1977,15,NBC Monday Night Movie,NBC,21.7
835,1977,16,Monday Night Football,ABC,21.5
836,1977,17,Fantasy Island,ABC,21.4
837,1977,Barney Miller,,ABC,21.4
838,1977,19,Project U.F.O.,NBC,21.2
839,1977,20,ABC Sunday Night Movie,ABC,20.8
840,1977,The Waltons,,ABC,20.8
841,1977,22,Barnaby Jones,ABC,20.6
842,1977,23,Hawaii Five-O,ABC,20.4
843,1977,24,ABC Monday Night Movie,ABC,20.3
844,1977,25,Rhoda,CBS,20.1
845,1977,26,The Incredible Hulk,CBS,19.9
846,1977,Family,,CBS,19.9
847,1977,"Welcome Back, Kotter",,CBS,19.9
848,1977,29,On Our Own,CBS,19.6
849,1977,30,,NBC,19.4
850,1978,1,Laverne & Shirley,ABC,30.5
851,1978,2,Three's Company,ABC,30.3
852,1978,3,Mork & Mindy,ABC,28.6
853,1978,Happy Days,,ABC,28.6
854,1978,5,Angie,ABC,26.7
855,1978,6,60 Minutes,CBS,25.5
856,1978,7,M*A*S*H,CBS,25.4
857,1978,8,The Ropers,ABC,25.2
858,1978,9,All in the Family,CBS,24.9
859,1978,Taxi,,CBS,24.9
860,1978,11,Eight Is Enough,CBS,24.8
861,1978,12,Charlie's Angels,CBS,24.4
862,1978,13,Alice,CBS,23.2
863,1978,14,Little House on the Prairie,NBC,23.1
864,1978,15,ABC Sunday Night Movie,ABC,22.6
865,1978,Barney Miller,,ABC,22.6
866,1978,17,The Love Boat,ABC,22.1
867,1978,18,One Day at a Time,CBS,21.6
868,1978,19,Soap,ABC,21.3
869,1978,20,The Dukes of Hazzard,CBS,21.0
870,1978,21,NBC Monday Night Movie,NBC,20.9
871,1978,22,Fantasy Island,ABC,20.8
872,1978,23,Vega$,ABC,20.6
873,1978,24,Barnaby Jones,CBS,20.5
874,1978,25,CHiPs,NBC,20.3
875,1978,26,Stockard Channing in Just Friends,CBS,20.2
876,1978,27,Diff'rent Strokes,NBC,19.9
877,1978,28,Monday Night Football,ABC,19.8
878,1978,What's Happening!!,,ABC,19.8
879,1978,30,Lou Grant,CBS,19.7
880,1979,1,60 Minutes,CBS,28.4
881,1979,2,Three's Company,ABC,26.3
882,1979,3,That's Incredible!,ABC,25.8
883,1979,4,Alice,CBS,25.3
884,1979,M*A*S*H,,CBS,25.3
885,1979,6,Dallas,CBS,25.0
886,1979,7,Flo,CBS,24.4
887,1979,8,The Jeffersons,CBS,24.3
888,1979,9,The Dukes of Hazzard,CBS,24.1
889,1979,10,One Day at a Time,CBS,23.0
890,1979,11,Archie Bunker's Place,CBS,22.9
891,1979,12,Eight Is Enough,ABC,22.8
892,1979,13,Taxi,ABC,22.4
893,1979,14,House Calls,CBS,22.1
894,1979,Real People,NBC,CBS,22.1
895,1979,16,Little House on the Prairie,CBS,21.8
896,1979,17,Happy Days,ABC,21.7
897,1979,18,CHiPs,NBC,21.5
898,1979,19,"Trapper John, M.D.",CBS,21.2
899,1979,20,Charlie's Angels,ABC,20.9
900,1979,Barney Miller,,ABC,20.9
901,1979,22,WKRP in Cincinnati,CBS,20.7
902,1979,23,Benson,ABC,20.6
903,1979,The Love Boat,,ABC,20.6
904,1979,25,Soap,ABC,20.5
905,1979,26,Diff'rent Strokes,NBC,20.3
906,1979,27,Mork & Mindy,ABC,20.2
907,1979,28,Fantasy Island,ABC,20.1
908,1979,29,Tenspeed and Brown Shoe,ABC,20.0
909,1979,ABC Sunday Night Movie,,ABC,20.0
910,1979,Vega$,,ABC,20.0
911,1979,Knots Landing,,ABC,20.0
912,1980,1,Dallas,CBS,34.5
913,1980,2,The Dukes of Hazzard,CBS,27.3
914,1980,3,60 Minutes,CBS,27.0
915,1980,4,M*A*S*H,CBS,25.7
916,1980,5,The Love Boat,ABC,24.3
917,1980,6,The Jeffersons,CBS,23.5
918,1980,7,Alice,CBS,22.9
919,1980,8,House Calls,CBS,22.4
920,1980,Three's Company,,CBS,22.4
921,1980,10,Little House on the Prairie,NBC,22.1
922,1980,11,One Day at a Time,CBS,22.0
923,1980,12,Real People,NBC,21.5
924,1980,13,Archie Bunker's Place,CBS,21.4
925,1980,14,"Magnum, P.I.",CBS,21.0
926,1980,15,Happy Days,ABC,20.8
927,1980,Too Close for Comfort,,ABC,20.8
928,1980,17,Fantasy Island,ABC,20.7
929,1980,"Trapper John, M.D.",,ABC,20.7
930,1980,Diff'rent Strokes,,ABC,20.7
931,1980,20,Monday Night Football,ABC,20.6
932,1980,Laverne & Shirley,,ABC,20.6
933,1980,22,That's Incredible!,ABC,20.5
934,1980,23,Hart to Hart,ABC,19.9
935,1980,24,ABC Sunday Night Movie,ABC,19.4
936,1980,CHiPs,,ABC,19.4
937,1980,26,The Facts of Life,ABC,19.3
938,1980,27,Lou Grant,CBS,19.1
939,1980,28,Knots Landing,CBS,19.0
940,1980,29,NBC Monday Night Movie,NBC,18.8
941,1980,30,The Waltons,CBS,18.6
942,1981,1,Dallas,CBS,28.4
943,1981,2,60 Minutes,CBS,27.7
944,1981,3,The Jeffersons,CBS,23.4
945,1981,4,Three's Company,ABC,23.3
946,1981,5,Alice,CBS,22.7
947,1981,6,The Dukes of Hazzard,CBS,22.6
948,1981,Too Close for Comfort,,CBS,22.6
949,1981,8,,CBS,22.5
950,1981,9,M*A*S*H,CBS,22.3
951,1981,10,One Day at a Time,CBS,22.0
952,1981,11,Monday Night Football,ABC,21.8
953,1981,12,Archie Bunker's Place,CBS,21.6
954,1981,13,Falcon Crest,CBS,21.4
955,1981,14,The Love Boat,ABC,21.2
956,1981,15,Hart to Hart,ABC,21.1
957,1981,"Trapper John, M.D.",,ABC,21.1
958,1981,17,"Magnum, P.I.",ABC,20.9
959,1981,18,Happy Days,ABC,20.6
960,1981,19,Dynasty,ABC,20.2
961,1981,20,Laverne & Shirley,ABC,19.9
962,1981,21,Real People,NBC,19.7
963,1981,22,ABC Sunday Night Movie,ABC,19.5
964,1981,23,House Calls,CBS,19.2
965,1981,24,The Facts of Life,NBC,19.1
966,1981,Little House on the Prairie,,NBC,19.1
967,1981,26,The Fall Guy,ABC,19.0
968,1981,27,Hill Street Blues,NBC,18.6
969,1981,28,That's Incredible!,ABC,18.4
970,1981,T.J. Hooker,,ABC,18.4
971,1981,30,Fantasy Island,ABC,18.3
972,1982,1,60 Minutes,CBS,25.5
973,1982,2,Dallas,CBS,24.6
974,1982,3,M*A*S*H,CBS,22.6
975,1982,"Magnum, P.I.",,CBS,22.6
976,1982,5,Dynasty,ABC,22.4
977,1982,6,Three's Company,ABC,21.2
978,1982,7,Simon & Simon,CBS,21.0
979,1982,8,Falcon Crest,CBS,20.7
980,1982,9,The Love Boat,ABC,20.3
981,1982,10,The A-Team,NBC,20.1
982,1982,Monday Night Football,,NBC,20.1
983,1982,12,The Jeffersons,CBS,20.0
984,1982,Newhart,,CBS,20.0
985,1982,14,The Fall Guy,ABC,19.4
986,1982,15,9 to 5,ABC,19.3
987,1982,16,One Day at a Time,CBS,19.1
988,1982,17,Hart to Hart,ABC,18.9
989,1982,18,Gloria,CBS,18.7
990,1982,"Trapper John, M.D.",,CBS,18.7
991,1982,20,Knots Landing,CBS,18.6
992,1982,21,Hill Street Blues,NBC,18.4
993,1982,22,That's Incredible!,ABC,18.3
994,1982,Archie Bunker's Place,,ABC,18.3
995,1982,24,,ABC,18.0
996,1982,25,Laverne & Shirley,ABC,17.8
997,1982,26,ABC Sunday Night Movie,ABC,17.6
998,1982,27,CBS Tuesday Night Movie,CBS,17.5
999,1982,28,Happy Days,ABC,17.4
1000,1982,Little House: A New Beginning,,ABC,17.4
1001,1982,30,Real People,ABC,17.2
1002,1982,The Dukes of Hazzard,,ABC,17.2
1003,1983,1,Dallas,CBS,25.7
1004,1983,2,60 Minutes,CBS,24.2
1005,1983,3,Dynasty,ABC,24.1
1006,1983,4,The A-Team,NBC,24.0
1007,1983,5,Simon & Simon,CBS,23.8
1008,1983,6,"Magnum, P.I.",CBS,22.4
1009,1983,7,Falcon Crest,CBS,22.0
1010,1983,8,Kate & Allie,CBS,21.9
1011,1983,9,Hotel,ABC,21.1
1012,1983,10,Cagney & Lacey,CBS,20.9
1013,1983,11,Knots Landing,CBS,20.8
1014,1983,12,ABC Sunday Night Movie,ABC,20.4
1015,1983,ABC Monday Night Movie,,ABC,20.4
1016,1983,14,TV's Bloopers & Practical Jokes,NBC,20.3
1017,1983,15,AfterMASH,CBS,20.1
1018,1983,16,The Fall Guy,ABC,19.9
1019,1983,17,The Love Boat,ABC,19.0
1020,1983,18,Riptide,NBC,18.8
1021,1983,19,The Jeffersons,CBS,18.6
1022,1983,20,Scarecrow & Mrs. King,CBS,18.3
1023,1983,21,Monday Night Football,ABC,18.1
1024,1983,NBC Monday Night Movie,,ABC,18.1
1025,1983,23,Newhart,CBS,18.0
1026,1983,24,The Facts of Life,NBC,17.3
1027,1983,25,CBS Tuesday Night Movie,CBS,17.2
1028,1983,Webster,,CBS,17.2
1029,1983,Alice,,CBS,17.2
1030,1983,Knight Rider,,CBS,17.2
1031,1983,Hardcastle and McCormick,,CBS,17.2
1032,1983,30,"Trapper John, M.D.",CBS,17.0
1033,1984,1,Dynasty,ABC,25.0
1034,1984,2,Dallas,CBS,24.7
1035,1984,3,The Cosby Show,NBC,24.2
1036,1984,4,60 Minutes,CBS,22.2
1037,1984,5,Family Ties,NBC,22.1
1038,1984,6,The A-Team,NBC,21.9
1039,1984,7,Simon & Simon,CBS,21.8
1040,1984,8,"Murder, She Wrote",CBS,20.1
1041,1984,9,Knots Landing,CBS,20.0
1042,1984,10,Falcon Crest,CBS,19.9
1043,1984,Crazy Like a Fox,,CBS,19.9
1044,1984,12,Hotel,ABC,19.7
1045,1984,Cheers,,ABC,19.7
1046,1984,14,Riptide,ABC,19.2
1047,1984,15,"Magnum, P.I.",CBS,19.1
1048,1984,16,Newhart,CBS,18.4
1049,1984,17,Kate & Allie,CBS,18.3
1050,1984,18,NBC Monday Night Movie,NBC,18.2
1051,1984,19,Highway to Heaven,NBC,17.7
1052,1984,20,Night Court,NBC,17.6
1053,1984,21,ABC Sunday Night Movie,ABC,17.5
1054,1984,22,Scarecrow & Mrs. King,CBS,17.1
1055,1984,TV's Bloopers & Practical Jokes,,CBS,17.1
1056,1984,The Fall Guy,,CBS,17.1
1057,1984,25,Monday Night Football,CBS,17.0
1058,1984,Remington Steele,,CBS,17.0
1059,1984,Webster,,CBS,17.0
1060,1984,28,Cagney & Lacey,CBS,16.9
1061,1984,29,"Trapper John, M.D.",CBS,16.8
1062,1984,30,Hill Street Blues,NBC,16.6
1063,1985,1,The Cosby Show,NBC,33.7
1064,1985,2,Family Ties,NBC,30.0
1065,1985,3,"Murder, She Wrote",CBS,25.3
1066,1985,4,60 Minutes,CBS,23.9
1067,1985,5,Cheers,NBC,23.7
1068,1985,6,Dallas,CBS,21.9
1069,1985,7,Dynasty,ABC,21.8
1070,1985,The Golden Girls,,ABC,21.8
1071,1985,9,Miami Vice,ABC,21.3
1072,1985,10,Who's the Boss?,ABC,21.1
1073,1985,11,Night Court,NBC,20.9
1074,1985,12,CBS Sunday Night Movie,CBS,20.5
1075,1985,13,Highway to Heaven,NBC,20.1
1076,1985,14,Kate & Allie,CBS,20.0
1077,1985,15,Monday Night Football,ABC,19.8
1078,1985,16,Newhart,CBS,19.6
1079,1985,17,Knots Landing,CBS,19.5
1080,1985,Growing Pains,,CBS,19.5
1081,1985,19,You Again?,NBC,19.2
1082,1985,20,227,NBC,18.8
1083,1985,21,NBC Sunday Night Movie,NBC,18.5
1084,1985,22,Hotel,ABC,18.3
1085,1985,NBC Monday Night Movie,,ABC,18.3
1086,1985,24,Moonlighting,ABC,18.1
1087,1985,Falcon Crest,,ABC,18.1
1088,1985,Valerie,,ABC,18.1
1089,1985,27,The Facts of Life,ABC,17.7
1090,1985,28,Scarecrow & Mrs. King,CBS,17.4
1091,1985,29,Simon & Simon,CBS,17.2
1092,1985,30,The A-Team,NBC,16.9
1093,1986,1,The Cosby Show,NBC,34.9
1094,1986,2,Family Ties,NBC,32.7
1095,1986,3,Cheers,NBC,27.2
1096,1986,4,"Murder, She Wrote",CBS,25.4
1097,1986,5,The Golden Girls,NBC,24.5
1098,1986,6,60 Minutes,CBS,23.3
1099,1986,7,Night Court,NBC,23.2
1100,1986,8,Growing Pains,ABC,22.7
1101,1986,9,Moonlighting,ABC,22.4
1102,1986,10,Who's the Boss?,ABC,22.0
1103,1986,11,Dallas,CBS,21.3
1104,1986,12,Newhart,CBS,19.5
1105,1986,13,Amen,NBC,19.4
1106,1986,14,227,NBC,18.9
1107,1986,15,Matlock,NBC,18.6
1108,1986,CBS Sunday Night Movie,,NBC,18.6
1109,1986,NBC Monday Night Movie,,NBC,18.6
1110,1986,18,Monday Night Football,ABC,18.4
1111,1986,19,Kate & Allie,CBS,18.3
1112,1986,20,NBC Sunday Night Movie,NBC,18.2
1113,1986,21,L.A. Law,NBC,17.4
1114,1986,My Sister Sam,,NBC,17.4
1115,1986,23,Falcon Crest,NBC,17.3
1116,1986,24,Highway to Heaven,NBC,17.2
1117,1986,Dynasty,,NBC,17.2
1118,1986,26,Knots Landing,CBS,16.8
1119,1986,Miami Vice,,CBS,16.8
1120,1986,28,ALF,CBS,16.5
1121,1986,Hunter,,CBS,16.5
1122,1986,30,Head of the Class,ABC,16.4
1123,1987,1,The Cosby Show,NBC,27.8
1124,1987,2,A Different World,NBC,25.0
1125,1987,3,Cheers,NBC,23.4
1126,1987,4,The Golden Girls,NBC,21.8
1127,1987,5,Growing Pains,ABC,21.3
1128,1987,6,Who's the Boss?,ABC,21.2
1129,1987,7,Night Court,NBC,20.8
1130,1987,8,60 Minutes,CBS,20.6
1131,1987,9,"Murder, She Wrote",CBS,20.2
1132,1987,10,ALF,NBC,18.8
1133,1987,The Wonder Years,,NBC,18.8
1134,1987,12,Moonlighting,NBC,18.3
1135,1987,L.A. Law,,NBC,18.3
1136,1987,14,Matlock,NBC,17.8
1137,1987,15,Amen,NBC,17.5
1138,1987,16,Monday Night Football,ABC,17.4
1139,1987,17,Family Ties,NBC,17.3
1140,1987,18,CBS Sunday Night Movie,CBS,17.2
1141,1987,19,In the Heat of the Night,NBC,17.0
1142,1987,20,My Two Dads,NBC,16.9
1143,1987,Valerie's Family,,NBC,16.9
1144,1987,22,Dallas,CBS,16.8
1145,1987,23,NBC Sunday Night Movie,NBC,16.7
1146,1987,Head of the Class,,NBC,16.7
1147,1987,25,Newhart,CBS,16.5
1148,1987,26,NBC Monday Night Movie,NBC,16.4
1149,1987,27,227,NBC,16.3
1150,1987,28,Day by Day,NBC,16.2
1151,1987,29,Hunter,NBC,16.1
1152,1987,30,Aaron's Way,NBC,16.0
1153,1988,1,The Cosby Show,NBC,25.6
1154,1988,2,Roseanne,ABC,23.8
1155,1988,3,A Different World,NBC,23.0
1156,1988,4,Cheers,NBC,22.3
1157,1988,5,60 Minutes,CBS,21.7
1158,1988,6,The Golden Girls,NBC,21.4
1159,1988,7,Who's the Boss?,ABC,20.8
1160,1988,8,"Murder, She Wrote",CBS,19.9
1161,1988,9,Empty Nest,NBC,19.2
1162,1988,10,Anything but Love,ABC,19.0
1163,1988,11,Dear John,NBC,18.5
1164,1988,12,Matlock,NBC,17.7
1165,1988,13,L.A. Law,NBC,17.6
1166,1988,Growing Pains,,NBC,17.6
1167,1988,15,ALF,NBC,17.5
1168,1988,Monday Night Football,,NBC,17.5
1169,1988,17,Unsolved Mysteries,NBC,17.4
1170,1988,18,In the Heat of the Night,NBC,17.3
1171,1988,19,Hunter,NBC,17.2
1172,1988,20,Head of the Class,ABC,17.1
